vehicle_id,vehicle_type,date,zone,zone_lat,zone_lon,demand_score,trip_count,battery_level_start,battery_level_end,charge_minutes,idle_minutes,downtime_wait_minutes,charger_distance_km,revenue_per_trip,downtime_cost,is_weekend,total_revenue,net_revenue
ER-1007,Premium E-Rick,2024-01-03,Wakad,18.60012,73.74852,0.616,11,76.6,5.5,104,85,33,4.16,82.03,67.68,0,902.33,834.6500000000001
ER-1007,Premium E-Rick,2024-01-04,Wakad,18.60206,73.75068,0.714,13,82.8,28.9,91,65,26,3.36,56.34,36.62,0,732.4200000000001,695.8000000000001
ER-1007,Premium E-Rick,2024-01-05,Wakad,18.62879,73.74819,0.624,9,71.0,21.8,83,89,65,7.36,84.46,137.25,0,760.14,622.89
ER-1007,Premium E-Rick,2024-01-06,Wakad,18.58457,73.78421,0.39,6,79.6,58.3,54,86,25,2.73,42.34,26.46,1,254.04000000000002,227.58
ER-1007,Premium E-Rick,2024-01-07,Wakad,18.61761,73.7644,0.603,10,68.3,32.0,71,77,46,5.92,64.34,74.0,1,643.4000000000001,569.4000000000001
ER-1007,Premium E-Rick,2024-01-08,Wakad,18.59365,73.73281,0.721,12,80.3,5.0,124,21,17,2.12,61.42,26.1,0,737.04,710.9399999999999
ER-1007,Premium E-Rick,2024-01-09,Wakad,18.61764,73.74676,0.721,15,88.2,17.2,94,32,30,3.49,81.33,61.0,0,1219.95,1158.95
ER-1007,Premium E-Rick,2024-01-10,Wakad,18.59565,73.76371,0.653,16,73.3,5.0,118,20,5,1.25,79.71,9.96,0,1275.36,1265.3999999999999
ER-1007,Premium E-Rick,2024-01-11,Wakad,18.59517,73.75994,0.79,15,72.1,13.4,99,29,61,6.27,71.73,109.39,0,1075.95,966.5600000000001
ER-1007,Premium E-Rick,2024-01-12,Wakad,18.60479,73.7713,0.638,14,78.5,5.0,109,39,33,4.19,46.87,38.67,0,656.18,617.51
ER-1007,Premium E-Rick,2024-01-13,Wakad,18.60352,73.77282,0.497,7,69.5,35.7,80,50,26,2.18,63.79,41.46,1,446.53,405.07
ER-1007,Premium E-Rick,2024-01-14,Wakad,18.6169,73.73753,0.516,9,75.5,34.2,83,61,41,4.94,78.67,80.64,1,708.03,627.39
ER-1007,Premium E-Rick,2024-01-15,Wakad,18.58141,73.75893,0.828,16,100.0,33.2,75,50,22,2.37,58.19,32.01,0,931.04,899.03
ER-1007,Premium E-Rick,2024-01-16,Wakad,18.63072,73.76869,0.703,13,80.0,23.2,96,81,39,5.77,79.73,77.74,0,1036.49,958.75
ER-1007,Premium E-Rick,2024-01-17,Wakad,18.59461,73.76038,0.562,5,78.6,55.3,70,42,56,6.57,81.95,114.73,0,409.75,295.02
ER-1007,Premium E-Rick,2024-01-18,Wakad,18.60201,73.7542,0.743,14,79.0,15.6,81,53,43,5.82,73.15,78.64,0,1024.1000000000001,945.4600000000002
ER-1007,Premium E-Rick,2024-01-19,Wakad,18.59092,73.78205,0.699,13,66.1,6.5,140,64,7,1.75,35.08,6.14,0,456.03999999999996,449.9
ER-1007,Premium E-Rick,2024-01-20,Wakad,18.58469,73.74783,0.548,12,83.8,13.6,99,68,9,2.05,45.06,10.14,1,540.72,530.58
ER-1007,Premium E-Rick,2024-01-21,Wakad,18.58391,73.75935,0.466,7,69.7,37.6,92,31,7,1.52,45.37,7.94,1,317.59,309.65
ER-1007,Premium E-Rick,2024-01-22,Wakad,18.59748,73.77818,0.769,17,61.2,5.0,114,24,32,2.74,63.67,50.93,0,1082.39,1031.46
ER-1007,Premium E-Rick,2024-01-23,Wakad,18.6023,73.74651,0.583,10,96.6,34.2,54,41,14,1.54,50.19,17.57,0,501.9,484.33
ER-1007,Premium E-Rick,2024-01-24,Wakad,18.61505,73.76868,0.673,17,60.3,5.0,116,44,33,4.89,41.3,34.07,0,702.0999999999999,668.0299999999999
ER-1007,Premium E-Rick,2024-01-25,Wakad,18.62489,73.75742,0.742,12,86.5,16.9,90,23,27,3.68,67.37,45.48,0,808.44,762.96
ER-1007,Premium E-Rick,2024-01-26,Wakad,18.60562,73.75331,0.794,17,68.2,5.0,101,40,36,4.2,64.68,58.21,0,1099.5600000000002,1041.3500000000001
ER-1007,Premium E-Rick,2024-01-27,Wakad,18.59958,73.74837,0.428,8,85.2,41.9,101,50,17,2.78,33.58,14.27,1,268.64,254.36999999999998
ER-1007,Premium E-Rick,2024-01-28,Wakad,18.59594,73.77242,0.635,13,84.6,31.4,83,33,58,7.11,45.21,65.56,1,587.73,522.1700000000001
ER-1007,Premium E-Rick,2024-01-29,Wakad,18.58733,73.78597,0.715,11,100.0,53.9,73,31,68,7.85,54.99,93.49,0,604.89,511.4
ER-1007,Premium E-Rick,2024-01-30,Wakad,18.59703,73.74865,0.743,14,82.0,9.9,83,23,14,1.6,48.53,16.98,0,679.4200000000001,662.44
ER-1007,Premium E-Rick,2024-01-31,Wakad,18.57367,73.77685,0.687,17,74.3,5.0,113,40,19,2.95,59.53,28.28,0,1012.01,983.73
ER-1007,Premium E-Rick,2024-02-01,Wakad,18.59126,73.76189,0.865,17,74.0,5.0,100,60,29,3.51,82.63,59.91,0,1404.71,1344.8
ER-1007,Premium E-Rick,2024-02-02,Wakad,18.5917,73.76222,0.667,11,71.6,19.5,93,44,11,3.11,62.23,17.11,0,684.53,667.42
ER-1007,Premium E-Rick,2024-02-03,Wakad,18.60685,73.76413,0.64,15,82.5,16.8,102,63,46,6.66,41.1,47.27,1,616.5,569.23
ER-1007,Premium E-Rick,2024-02-04,Wakad,18.61271,73.76075,0.555,12,84.5,15.4,93,28,64,7.43,73.64,117.82,1,883.6800000000001,765.8600000000001
ER-1007,Premium E-Rick,2024-02-05,Wakad,18.58877,73.76453,0.629,12,77.3,15.3,108,22,21,3.68,81.75,42.92,0,981.0,938.08
ER-1007,Premium E-Rick,2024-02-06,Wakad,18.58314,73.77325,0.762,12,79.1,5.6,113,23,0,0.61,77.75,0.0,0,933.0,933.0
ER-1007,Premium E-Rick,2024-02-07,Wakad,18.57271,73.77743,0.638,14,73.2,5.0,107,53,56,7.19,67.79,94.9,0,949.0600000000001,854.1600000000001
ER-1007,Premium E-Rick,2024-02-08,Wakad,18.60108,73.74764,0.766,17,60.1,5.0,91,51,12,2.62,82.98,24.89,0,1410.66,1385.77
ER-1007,Premium E-Rick,2024-02-09,Wakad,18.60322,73.77643,0.73,10,74.7,17.3,112,70,46,5.12,34.73,39.94,0,347.29999999999995,307.35999999999996
ER-1007,Premium E-Rick,2024-02-10,Wakad,18.58635,73.75673,0.537,10,80.2,29.3,78,46,0,0.32,35.13,0.0,1,351.3,351.3
ER-1007,Premium E-Rick,2024-02-11,Wakad,18.59684,73.77858,0.571,12,82.9,19.0,87,28,43,5.5,84.86,91.22,1,1018.3199999999999,927.0999999999999
ER-1007,Premium E-Rick,2024-02-12,Wakad,18.61165,73.77957,0.703,14,70.3,14.1,92,52,13,1.61,35.02,11.38,0,490.28000000000003,478.90000000000003
ER-1007,Premium E-Rick,2024-02-13,Wakad,18.59721,73.77614,0.622,10,69.8,5.9,117,48,30,3.76,34.25,25.68,0,342.5,316.82
ER-1007,Premium E-Rick,2024-02-14,Wakad,18.61435,73.7543,0.885,15,64.0,6.8,135,50,11,1.36,42.63,11.72,0,639.45,627.73
ER-1007,Premium E-Rick,2024-02-15,Wakad,18.598,73.74938,0.679,14,76.2,5.0,114,32,11,1.13,62.73,17.25,0,878.2199999999999,860.9699999999999
ER-1007,Premium E-Rick,2024-02-16,Wakad,18.60495,73.76122,0.752,15,78.4,5.0,112,34,11,1.09,58.11,15.98,0,871.65,855.67
ER-1007,Premium E-Rick,2024-02-17,Wakad,18.60803,73.75727,0.52,10,95.0,42.0,61,49,16,1.79,63.82,25.53,1,638.2,612.6700000000001
ER-1007,Premium E-Rick,2024-02-18,Wakad,18.62541,73.75875,0.365,6,73.1,36.5,77,54,61,7.66,76.8,117.13,1,460.79999999999995,343.66999999999996
ER-1007,Premium E-Rick,2024-02-19,Wakad,18.5788,73.78424,0.704,16,88.8,24.3,81,87,10,2.63,52.65,13.16,0,842.4,829.24
ER-1007,Premium E-Rick,2024-02-20,Wakad,18.59452,73.74565,0.714,12,72.3,8.4,93,51,59,6.94,73.41,108.28,0,880.92,772.64
ER-1007,Premium E-Rick,2024-02-21,Wakad,18.64594,73.74384,0.865,16,63.7,5.0,87,70,22,2.88,66.37,36.5,0,1061.92,1025.42
ER-1007,Premium E-Rick,2024-02-22,Wakad,18.60955,73.78119,0.718,15,70.0,5.0,115,44,29,3.35,81.81,59.32,0,1227.15,1167.8300000000002
ER-1007,Premium E-Rick,2024-02-23,Wakad,18.57623,73.75648,0.775,15,94.6,40.2,68,30,34,4.94,55.86,47.48,0,837.9,790.42
ER-1007,Premium E-Rick,2024-02-24,Wakad,18.59029,73.74826,0.477,7,66.4,34.4,84,68,41,5.43,47.18,48.36,1,330.26,281.9
ER-1007,Premium E-Rick,2024-02-25,Wakad,18.60173,73.75587,0.691,15,71.9,16.3,70,72,48,5.43,81.56,97.87,1,1223.4,1125.5300000000002
ER-1007,Premium E-Rick,2024-02-26,Wakad,18.60604,73.74896,0.729,13,97.1,28.4,77,45,51,6.61,36.38,46.38,0,472.94000000000005,426.56000000000006
ER-1007,Premium E-Rick,2024-02-27,Wakad,18.60587,73.74686,0.685,15,77.1,5.0,126,42,27,1.42,64.49,43.53,0,967.3499999999999,923.8199999999999
ER-1007,Premium E-Rick,2024-02-28,Wakad,18.60459,73.76785,0.692,16,68.7,5.0,125,68,44,6.33,45.06,49.57,0,720.96,671.39
ER-1007,Premium E-Rick,2024-02-29,Wakad,18.61409,73.77663,0.772,16,97.2,14.2,101,88,34,3.87,54.45,46.28,0,871.2,824.9200000000001
ER-1008,Standard E-Rick,2024-01-01,Shivajinagar,18.53574,73.83208,0.83,15,87.3,25.7,90,30,46,4.56,44.67,51.37,0,670.0500000000001,618.6800000000001
ER-1008,Standard E-Rick,2024-01-02,Shivajinagar,18.53508,73.88341,0.953,17,91.0,14.6,90,70,33,3.91,73.12,60.32,0,1243.04,1182.72
ER-1008,Standard E-Rick,2024-01-03,Shivajinagar,18.54787,73.86968,0.888,18,91.4,28.1,95,65,56,7.62,71.61,100.25,0,1288.98,1188.73
ER-1008,Standard E-Rick,2024-01-04,Shivajinagar,18.5296,73.86309,1.0,17,77.1,5.0,124,78,17,1.87,35.31,15.01,0,600.27,585.26
ER-1008,Standard E-Rick,2024-01-05,Shivajinagar,18.55442,73.87734,0.941,19,98.4,16.5,110,44,31,4.44,28.27,21.91,0,537.13,515.22
ER-1008,Standard E-Rick,2024-01-06,Shivajinagar,18.54194,73.86039,0.683,13,81.2,28.8,91,33,11,0.79,33.2,9.13,1,431.6,422.47
ER-1008,Standard E-Rick,2024-01-07,Shivajinagar,18.55151,73.85456,0.773,15,91.8,33.0,82,26,38,5.17,72.39,68.77,1,1085.85,1017.0799999999999
ER-1008,Standard E-Rick,2024-01-08,Shivajinagar,18.52356,73.84499,0.878,14,78.0,5.0,101,20,14,3.0,69.54,24.34,0,973.5600000000001,949.22
ER-1008,Standard E-Rick,2024-01-09,Shivajinagar,18.55673,73.85825,0.84,14,89.8,27.7,91,36,31,2.79,39.77,30.82,0,556.7800000000001,525.96
ER-1008,Standard E-Rick,2024-01-10,Shivajinagar,18.52624,73.86189,0.905,15,66.8,5.0,127,63,63,7.04,35.92,56.57,0,538.8000000000001,482.2300000000001
ER-1008,Standard E-Rick,2024-01-11,Shivajinagar,18.52599,73.87107,0.978,15,81.5,7.9,133,27,61,7.85,37.06,56.51,0,555.9000000000001,499.3900000000001
ER-1008,Standard E-Rick,2024-01-12,Shivajinagar,18.50355,73.86483,0.766,10,86.9,43.5,77,41,17,1.83,66.1,28.09,0,661.0,632.91
ER-1008,Standard E-Rick,2024-01-13,Shivajinagar,18.53758,73.85866,0.723,14,93.6,13.0,107,62,25,3.14,73.21,45.75,1,1024.9399999999998,979.1899999999998
ER-1008,Standard E-Rick,2024-01-14,Shivajinagar,18.54414,73.82901,0.851,13,71.6,5.0,89,66,29,3.8,31.02,22.49,1,403.26,380.77
ER-1008,Standard E-Rick,2024-01-15,Shivajinagar,18.53473,73.8307,0.866,15,72.1,5.0,103,30,71,7.46,32.76,58.14,0,491.4,433.26
ER-1008,Standard E-Rick,2024-01-16,Shivajinagar,18.54092,73.84621,0.962,14,66.2,9.1,107,30,3,0.44,68.55,5.14,0,959.6999999999999,954.56
ER-1008,Standard E-Rick,2024-01-17,Shivajinagar,18.51456,73.83612,0.973,15,94.0,7.7,130,46,18,2.8,61.69,27.76,0,925.3499999999999,897.5899999999999
ER-1008,Standard E-Rick,2024-01-18,Shivajinagar,18.51537,73.85429,0.926,12,84.5,27.2,100,60,0,0.37,57.78,0.0,0,693.36,693.36
ER-1008,Standard E-Rick,2024-01-19,Shivajinagar,18.51408,73.83378,0.945,19,81.3,10.9,102,83,34,4.52,30.71,26.1,0,583.49,557.39
ER-1008,Standard E-Rick,2024-01-20,Shivajinagar,18.55863,73.83644,0.799,15,88.4,23.0,84,63,20,2.05,67.27,33.64,1,1009.05,975.41
ER-1008,Standard E-Rick,2024-01-21,Shivajinagar,18.53885,73.85785,0.669,10,85.7,32.2,78,62,49,5.96,30.77,37.7,1,307.7,270.0
ER-1008,Standard E-Rick,2024-01-22,Shivajinagar,18.53257,73.85339,0.819,13,62.8,12.9,93,38,43,5.78,54.45,58.53,0,707.85,649.32
ER-1008,Standard E-Rick,2024-01-23,Shivajinagar,18.55138,73.85918,0.912,15,84.9,22.2,70,25,27,3.65,69.52,46.93,0,1042.8,995.87
ER-1008,Standard E-Rick,2024-01-24,Shivajinagar,18.52658,73.84644,0.801,15,68.1,5.0,126,29,50,6.05,28.72,35.9,0,430.79999999999995,394.9
ER-1008,Standard E-Rick,2024-01-25,Shivajinagar,18.51182,73.84899,0.822,15,70.3,5.0,119,78,29,5.04,45.0,32.62,0,675.0,642.38
ER-1008,Standard E-Rick,2024-01-26,Shivajinagar,18.54078,73.84463,0.91,17,83.1,5.0,139,80,27,3.17,55.45,37.43,0,942.6500000000001,905.2200000000001
ER-1008,Standard E-Rick,2024-01-27,Shivajinagar,18.53618,73.88434,0.793,12,90.8,16.7,103,27,28,4.42,63.23,44.26,1,758.76,714.5
ER-1008,Standard E-Rick,2024-01-28,Shivajinagar,18.52485,73.82354,0.784,11,62.1,5.0,134,24,50,6.14,47.48,59.35,1,522.28,462.92999999999995
ER-1008,Standard E-Rick,2024-01-29,Shivajinagar,18.55253,73.83118,0.93,18,90.9,5.0,106,68,10,1.1,66.83,16.71,0,1202.94,1186.23
ER-1008,Standard E-Rick,2024-01-30,Shivajinagar,18.5359,73.85392,0.836,14,62.6,10.7,104,76,57,7.09,43.16,61.5,0,604.24,542.74
ER-1008,Standard E-Rick,2024-01-31,Shivajinagar,18.52868,73.82808,0.906,15,87.2,5.0,109,86,43,5.02,70.96,76.28,0,1064.3999999999999,988.1199999999999
ER-1008,Standard E-Rick,2024-02-01,Shivajinagar,18.52414,73.84539,0.863,15,95.9,12.8,118,32,68,7.65,73.47,124.9,0,1102.05,977.15
ER-1008,Standard E-Rick,2024-02-02,Shivajinagar,18.53603,73.78116,0.872,15,63.4,5.0,116,54,14,2.15,31.76,11.12,0,476.40000000000003,465.28000000000003
ER-1008,Standard E-Rick,2024-02-03,Shivajinagar,18.54726,73.85246,0.802,17,84.7,7.2,69,76,44,7.04,52.77,58.05,1,897.09,839.0400000000001
ER-1008,Standard E-Rick,2024-02-04,Shivajinagar,18.50611,73.84766,0.795,13,89.0,40.0,98,89,23,3.88,39.45,22.68,1,512.85,490.17
ER-1008,Standard E-Rick,2024-02-05,Shivajinagar,18.53253,73.85268,0.911,13,78.5,5.0,105,29,7,1.18,57.4,10.04,0,746.1999999999999,736.16
ER-1008,Standard E-Rick,2024-02-06,Shivajinagar,18.52167,73.85279,0.9,15,76.6,5.0,112,59,30,4.22,61.15,45.86,0,917.25,871.39
ER-1008,Standard E-Rick,2024-02-07,Shivajinagar,18.55843,73.8413,0.882,14,63.0,5.0,89,56,55,6.41,37.49,51.55,0,524.86,473.31
ER-1008,Standard E-Rick,2024-02-08,Shivajinagar,18.52596,73.86856,0.81,12,88.8,40.6,91,31,53,5.59,52.69,69.82,0,632.28,562.46
ER-1008,Standard E-Rick,2024-02-09,Shivajinagar,18.5303,73.83208,0.933,20,86.1,5.0,104,81,39,4.25,37.33,36.39,0,746.5999999999999,710.2099999999999
ER-1008,Standard E-Rick,2024-02-10,Shivajinagar,18.50737,73.84338,0.766,15,78.5,5.0,102,35,10,1.07,74.76,18.69,1,1121.4,1102.71
ER-1008,Standard E-Rick,2024-02-11,Shivajinagar,18.53293,73.82134,0.747,12,92.8,29.9,86,58,33,2.24,29.44,24.29,1,353.28000000000003,328.99
ER-1008,Standard E-Rick,2024-02-12,Shivajinagar,18.53678,73.85692,0.837,16,93.1,5.0,114,33,39,5.21,33.61,32.77,0,537.76,504.99
ER-1008,Standard E-Rick,2024-02-13,Shivajinagar,18.50748,73.83596,0.737,15,67.1,5.0,122,41,20,2.02,73.11,36.56,0,1096.65,1060.0900000000001
ER-1008,Standard E-Rick,2024-02-14,Shivajinagar,18.53483,73.79587,0.87,15,93.7,37.4,92,61,30,4.29,29.29,21.97,0,439.34999999999997,417.38
ER-1008,Standard E-Rick,2024-02-15,Shivajinagar,18.53224,73.86506,1.0,18,62.4,5.0,108,29,59,6.44,69.43,102.4,0,1249.7400000000002,1147.3400000000001
ER-1008,Standard E-Rick,2024-02-16,Shivajinagar,18.52583,73.82394,0.927,16,98.4,37.4,79,39,25,2.33,65.5,40.94,0,1048.0,1007.06
ER-1008,Standard E-Rick,2024-02-17,Shivajinagar,18.53042,73.84036,0.653,10,60.4,5.0,122,59,19,1.6,66.41,31.55,1,664.0999999999999,632.55
ER-1008,Standard E-Rick,2024-02-18,Shivajinagar,18.50909,73.85752,0.838,12,72.4,21.4,90,58,19,2.15,58.81,27.94,1,705.72,677.78
ER-1008,Standard E-Rick,2024-02-19,Shivajinagar,18.53859,73.86025,0.969,16,92.6,34.9,75,23,52,5.44,58.65,76.24,0,938.4,862.16
ER-1008,Standard E-Rick,2024-02-20,Shivajinagar,18.52694,73.81864,0.942,15,77.2,5.0,120,25,36,5.44,28.68,25.81,0,430.2,404.39
ER-1008,Standard E-Rick,2024-02-21,Shivajinagar,18.52738,73.81732,0.921,18,69.6,5.0,105,63,52,6.45,30.2,39.26,0,543.6,504.34000000000003
ER-1008,Standard E-Rick,2024-02-22,Shivajinagar,18.54099,73.86143,0.954,15,90.2,22.2,84,66,35,4.16,66.89,58.53,0,1003.35,944.82
ER-1008,Standard E-Rick,2024-02-23,Shivajinagar,18.54169,73.84668,0.996,18,75.1,5.0,130,27,40,5.6,70.67,70.67,0,1272.06,1201.3899999999999
ER-1008,Standard E-Rick,2024-02-24,Shivajinagar,18.50526,73.84269,0.839,17,94.4,5.0,98,28,39,4.68,30.87,30.09,1,524.79,494.7
ER-1008,Standard E-Rick,2024-02-25,Shivajinagar,18.52247,73.83729,0.854,15,94.3,7.6,147,20,34,5.12,30.76,26.14,1,461.40000000000003,435.26000000000005
ER-1008,Standard E-Rick,2024-02-26,Shivajinagar,18.55962,73.86046,0.982,19,99.2,5.0,113,81,61,6.76,35.13,53.57,0,667.47,613.9
ER-1008,Standard E-Rick,2024-02-27,Shivajinagar,18.55511,73.85351,0.861,16,78.2,16.3,96,89,55,7.05,41.37,56.89,0,661.92,605.03
ER-1008,Standard E-Rick,2024-02-28,Shivajinagar,18.53079,73.83402,0.916,16,91.2,5.0,105,47,35,3.32,40.51,35.45,0,648.16,612.7099999999999
ER-1008,Standard E-Rick,2024-02-29,Shivajinagar,18.53207,73.85378,0.937,19,69.0,5.0,122,29,39,4.69,69.68,67.94,0,1323.92,1255.98
ER-1009,Standard E-Rick,2024-01-01,Hinjawadi,18.60187,73.74158,0.796,13,73.3,5.0,95,35,19,2.52,71.17,33.81,0,925.21,891.4000000000001
ER-1009,Standard E-Rick,2024-01-02,Hinjawadi,18.60217,73.71141,0.862,13,80.9,11.0,82,24,58,6.89,29.55,42.85,0,384.15000000000003,341.3
ER-1009,Standard E-Rick,2024-01-03,Hinjawadi,18.5589,73.74943,0.701,13,79.7,24.7,62,71,11,0.81,56.96,15.67,0,740.48,724.8100000000001
ER-1009,Standard E-Rick,2024-01-04,Hinjawadi,18.57196,73.76292,0.675,12,85.5,38.5,60,33,60,6.8,48.19,72.29,0,578.28,505.98999999999995
ER-1009,Standard E-Rick,2024-01-05,Hinjawadi,18.59,73.73824,0.815,18,84.0,16.4,99,38,63,7.63,63.85,100.56,0,1149.3,1048.74
ER-1009,Standard E-Rick,2024-01-06,Hinjawadi,18.59186,73.74957,0.801,14,62.2,5.0,105,43,13,0.81,39.51,12.84,1,553.14,540.3
ER-1009,Standard E-Rick,2024-01-07,Hinjawadi,18.58829,73.72451,0.499,9,85.6,34.6,81,43,22,2.2,36.95,20.32,1,332.55,312.23
ER-1009,Standard E-Rick,2024-01-08,Hinjawadi,18.54821,73.74718,0.702,12,63.8,5.0,93,65,54,6.25,71.17,96.07,0,854.04,757.97
ER-1009,Standard E-Rick,2024-01-09,Hinjawadi,18.57831,73.75439,0.74,10,71.3,23.6,67,51,5,0.63,71.78,8.97,0,717.8,708.8299999999999
ER-1009,Standard E-Rick,2024-01-10,Hinjawadi,18.60048,73.74034,0.699,14,95.7,19.3,71,52,26,2.96,74.11,48.17,0,1037.54,989.37
ER-1009,Standard E-Rick,2024-01-11,Hinjawadi,18.58846,73.74716,0.768,15,99.6,15.3,125,46,27,3.62,52.81,35.64,0,792.1500000000001,756.5100000000001
ER-1009,Standard E-Rick,2024-01-12,Hinjawadi,18.585,73.75146,0.755,14,88.8,28.8,65,62,53,6.77,37.16,49.23,0,520.24,471.01
ER-1009,Standard E-Rick,2024-01-13,Hinjawadi,18.58495,73.72322,0.684,10,65.9,17.2,129,55,36,4.14,36.74,33.07,1,367.40000000000003,334.33000000000004
ER-1009,Standard E-Rick,2024-01-14,Hinjawadi,18.59831,73.74866,0.678,14,61.3,5.0,116,72,28,3.24,39.64,27.75,1,554.96,527.21
ER-1009,Standard E-Rick,2024-01-15,Hinjawadi,18.62383,73.72559,0.878,13,77.5,14.6,82,59,11,1.42,33.33,9.17,0,433.28999999999996,424.11999999999995
ER-1009,Standard E-Rick,2024-01-16,Hinjawadi,18.60367,73.76618,0.984,14,96.3,26.7,93,35,17,3.01,47.78,20.3,0,668.9200000000001,648.6200000000001
ER-1009,Standard E-Rick,2024-01-17,Hinjawadi,18.60798,73.73834,0.765,13,67.1,20.1,88,31,12,1.0,73.29,21.99,0,952.7700000000001,930.7800000000001
ER-1009,Standard E-Rick,2024-01-18,Hinjawadi,18.58218,73.7349,0.794,12,77.2,22.3,97,84,54,5.31,50.66,68.4,0,607.92,539.52
ER-1009,Standard E-Rick,2024-01-19,Hinjawadi,18.62298,73.75403,0.803,14,88.2,20.1,117,25,49,6.47,29.32,35.92,0,410.48,374.56
ER-1009,Standard E-Rick,2024-01-20,Hinjawadi,18.59087,73.74155,0.773,12,61.4,5.0,125,65,50,6.07,64.18,80.22,1,770.1600000000001,689.94
ER-1009,Standard E-Rick,2024-01-21,Hinjawadi,18.59833,73.76843,0.768,10,82.4,32.3,65,43,64,7.16,71.64,114.63,1,716.4,601.77
ER-1009,Standard E-Rick,2024-01-22,Hinjawadi,18.5753,73.73593,0.817,16,92.2,5.2,103,87,11,1.87,61.96,17.04,0,991.36,974.32
ER-1009,Standard E-Rick,2024-01-23,Hinjawadi,18.58584,73.76321,0.961,21,88.4,5.0,98,86,8,1.48,51.77,10.35,0,1087.17,1076.8200000000002
ER-1009,Standard E-Rick,2024-01-24,Hinjawadi,18.61867,73.74266,0.864,16,69.2,5.0,145,27,37,4.9,67.79,62.7,0,1084.64,1021.94
ER-1009,Standard E-Rick,2024-01-25,Hinjawadi,18.57123,73.74244,0.759,13,78.8,5.0,114,49,21,2.89,61.55,32.31,0,800.15,767.8399999999999
ER-1009,Standard E-Rick,2024-01-26,Hinjawadi,18.58616,73.73692,0.825,17,71.4,5.0,126,70,35,4.11,64.31,56.27,0,1093.27,1037.0
ER-1009,Standard E-Rick,2024-01-27,Hinjawadi,18.5901,73.73805,0.765,14,80.0,17.2,88,55,27,3.93,58.05,39.19,1,812.6999999999999,773.51
ER-1009,Standard E-Rick,2024-01-28,Hinjawadi,18.60791,73.74213,0.567,12,77.3,27.9,77,69,53,7.08,73.75,97.71,1,885.0,787.29
ER-1009,Standard E-Rick,2024-01-29,Hinjawadi,18.60438,73.73936,0.881,14,95.0,33.8,93,69,54,7.01,63.4,85.58,0,887.6,802.02
ER-1009,Standard E-Rick,2024-01-30,Hinjawadi,18.59065,73.73543,0.796,13,99.0,45.7,63,63,21,2.76,56.25,29.53,0,731.25,701.72
ER-1009,Standard E-Rick,2024-01-31,Hinjawadi,18.61183,73.7262,0.806,11,92.5,48.7,78,20,40,4.34,62.04,62.04,0,682.4399999999999,620.4
ER-1009,Standard E-Rick,2024-02-01,Hinjawadi,18.5756,73.73919,0.78,17,60.7,5.0,124,86,36,4.41,49.14,44.23,0,835.38,791.15
ER-1009,Standard E-Rick,2024-02-02,Hinjawadi,18.60997,73.73781,0.731,10,81.1,26.0,83,25,0,0.47,46.56,0.0,0,465.6,465.6
ER-1009,Standard E-Rick,2024-02-03,Hinjawadi,18.60762,73.70667,0.681,12,64.4,5.0,160,47,37,4.2,68.15,63.04,1,817.8000000000001,754.7600000000001
ER-1009,Standard E-Rick,2024-02-04,Hinjawadi,18.58013,73.7308,0.742,18,92.5,17.3,103,68,26,3.91,63.75,41.44,1,1147.5,1106.06
ER-1009,Standard E-Rick,2024-02-05,Hinjawadi,18.61656,73.72824,0.939,16,86.7,5.0,85,70,38,4.23,38.57,36.64,0,617.12,580.48
ER-1009,Standard E-Rick,2024-02-06,Hinjawadi,18.5713,73.7475,0.801,11,94.2,47.5,38,86,54,6.97,56.54,76.33,0,621.9399999999999,545.6099999999999
ER-1009,Standard E-Rick,2024-02-07,Hinjawadi,18.57242,73.73521,0.918,16,76.9,9.1,138,73,26,3.88,62.54,40.65,0,1000.64,959.99
ER-1009,Standard E-Rick,2024-02-08,Hinjawadi,18.59547,73.73527,0.828,13,60.8,5.0,112,66,55,6.84,67.85,93.29,0,882.05,788.76
ER-1009,Standard E-Rick,2024-02-09,Hinjawadi,18.60233,73.72693,0.677,8,83.5,33.5,59,60,55,7.06,29.91,41.13,0,239.28,198.15
ER-1009,Standard E-Rick,2024-02-10,Hinjawadi,18.58431,73.76234,0.618,13,91.5,40.2,81,72,7,1.45,62.39,10.92,1,811.07,800.1500000000001
ER-1009,Standard E-Rick,2024-02-11,Hinjawadi,18.59352,73.73115,0.682,13,77.9,30.7,70,43,65,8.0,29.24,47.52,1,380.12,332.6
ER-1009,Standard E-Rick,2024-02-12,Hinjawadi,18.58309,73.74115,0.792,17,88.2,26.1,112,32,7,1.25,51.77,9.06,0,880.09,871.0300000000001
ER-1009,Standard E-Rick,2024-02-13,Hinjawadi,18.62412,73.76128,0.678,13,80.7,25.1,83,22,31,4.61,41.16,31.9,0,535.0799999999999,503.17999999999995
ER-1009,Standard E-Rick,2024-02-14,Hinjawadi,18.61052,73.71999,0.7,11,66.4,15.3,80,30,65,7.04,49.27,80.06,0,541.97,461.91
ER-1009,Standard E-Rick,2024-02-15,Hinjawadi,18.58926,73.72205,0.738,14,87.6,14.5,103,63,61,7.22,53.03,80.87,0,742.4200000000001,661.5500000000001
ER-1009,Standard E-Rick,2024-02-16,Hinjawadi,18.62136,73.73757,0.768,16,90.3,5.0,109,77,46,4.93,36.37,41.82,0,581.92,540.0999999999999
